frame,left_INDEX_FINGER_DIP,left_INDEX_FINGER_MCP,left_INDEX_FINGER_PIP,left_INDEX_FINGER_TIP,left_MIDDLE_FINGER_DIP,left_MIDDLE_FINGER_MCP,left_MIDDLE_FINGER_PIP,left_MIDDLE_FINGER_TIP,left_PINKY_DIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_TIP,left_RING_FINGER_DIP,left_RING_FINGER_MCP,left_RING_FINGER_PIP,left_RING_FINGER_TIP,left_THUMB_CMC,left_THUMB_IP,left_THUMB_MCP,left_THUMB_TIP,left_WRIST,right_INDEX_FINGER_DIP,right_INDEX_FINGER_MCP,right_INDEX_FINGER_PIP,right_INDEX_FINGER_TIP,right_MIDDLE_FINGER_DIP,right_MIDDLE_FINGER_MCP,right_MIDDLE_FINGER_PIP,right_MIDDLE_FINGER_TIP,right_PINKY_DIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_TIP,right_RING_FINGER_DIP,right_RING_FINGER_MCP,right_RING_FINGER_PIP,right_RING_FINGER_TIP,right_THUMB_CMC,right_THUMB_IP,right_THUMB_MCP,right_THUMB_TIP,right_WRIST
282,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.65158623  0.53079796 -0.04665523],[ 0.60925478  0.68820518 -0.01133298],[ 0.6341154   0.58677453 -0.02880718],[ 0.66946828  0.48221996 -0.06026948],[ 0.60764825  0.48592073 -0.04434488],[ 0.56748259  0.66882288 -0.01456528],[ 0.58917928  0.5553683  -0.02823521],[ 0.62683791  0.42769429 -0.05708314],[ 0.46271023  0.54378492 -0.06116003],[ 0.47757694  0.69290686 -0.03559612],[ 0.46800032  0.60334468 -0.05199633],[ 0.46110618  0.48687923 -0.0671168 ],[ 0.55641872  0.49543115 -0.05447622],[ 0.52421278  0.67092419 -0.02319364],[ 0.54028755  0.56102079 -0.03908066],[ 0.57438439  0.44016603 -0.06511525],[ 0.58009464  0.92807794 -0.02998898],[ 0.71567833  0.82997531 -0.05850725],[ 0.65570801  0.87119865 -0.04444943],[ 0.76849318  0.81697226 -0.07202674],[5.00850081e-01 9.47994590e-01 5.76317746e-07]
283,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.65468842  0.53006959 -0.0439934 ],[ 0.61143059  0.68794835 -0.01020019],[ 0.63673723  0.58555192 -0.02675758],[ 0.67354095  0.48215863 -0.05725156],[ 0.61057037  0.48567054 -0.04137636],[ 0.56960231  0.66881335 -0.01293691],[ 0.59186959  0.55460739 -0.02573276],[ 0.63059938  0.42836577 -0.05377952],[ 0.46634963  0.54377741 -0.05813781],[ 0.47968218  0.6936565  -0.03299473],[ 0.47088617  0.60377192 -0.04915028],[ 0.4655214   0.48694915 -0.06390835],[ 0.55971348  0.49648881 -0.05154245],[ 0.52635556  0.67147255 -0.02107633],[ 0.54266614  0.56107032 -0.03642804],[ 0.57881969  0.4428857  -0.06194475],[ 0.58405674  0.92918712 -0.02997213],[ 0.71828544  0.8297354  -0.05694601],[ 0.65864789  0.87173277 -0.04367061],[ 0.77007562  0.81688249 -0.06958759],[5.03526568e-01 9.48869228e-01 5.79794801e-07]
284,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.65262794  0.53120351 -0.04150216],[ 0.61176044  0.68873698 -0.00906308],[ 0.63596231  0.5868988  -0.0247398 ],[ 0.66997147  0.48260981 -0.05457525],[ 0.61069816  0.48598307 -0.03901405],[ 0.57001972  0.66918093 -0.01164096],[ 0.59242415  0.55465221 -0.02368753],[ 0.63008398  0.42873707 -0.05126463],[ 0.46638548  0.54370147 -0.05619084],[ 0.47969911  0.69350868 -0.03135949],[ 0.47096658  0.60368741 -0.04734213],[ 0.46531379  0.48679346 -0.06186707],[ 0.55909085  0.49578807 -0.04946115],[ 0.5266149   0.67163926 -0.01962516],[ 0.54309094  0.56038749 -0.03451372],[ 0.57713515  0.44159654 -0.0598104 ],[ 0.5851444   0.92737919 -0.02991942],[ 0.71796358  0.83053708 -0.05665957],[ 0.65906781  0.87200582 -0.0435054 ],[ 0.76950133  0.81621909 -0.06916808],[5.03773928e-01 9.48055804e-01 5.71470139e-07]
285,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.64609069  0.52655983 -0.04718926],[ 0.60646272  0.68381792 -0.01282866],[ 0.62911743  0.58031034 -0.02981818],[ 0.66376102  0.47976774 -0.06018955],[ 0.60109121  0.47994637 -0.04493859],[ 0.56422973  0.66442114 -0.01651112],[ 0.58372468  0.54758132 -0.02943985],[ 0.61930007  0.42300662 -0.05703261],[ 0.45691335  0.53942388 -0.05948275],[ 0.47215652  0.68967062 -0.03732598],[ 0.46188563  0.59833264 -0.05261707],[ 0.45582092  0.48457044 -0.06367104],[ 0.55016875  0.4912225  -0.05452985],[ 0.52033591  0.66734028 -0.0251407 ],[ 0.53540665  0.55537188 -0.04051066],[ 0.56711423  0.43688002 -0.06409345],[ 0.57904553  0.92127842 -0.02873703],[ 0.71121782  0.8262521  -0.05544684],[ 0.65188825  0.86333311 -0.04227285],[ 0.76164067  0.81232655 -0.06827561],[5.01298964e-01 9.45752382e-01 5.65768346e-07]
286,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.64549911  0.52697307 -0.04702172],[ 0.60666454  0.68199003 -0.01129931],[ 0.6289891   0.5778634  -0.02903228],[ 0.66309261  0.48505038 -0.06017629],[ 0.60285729  0.48236904 -0.04407928],[ 0.56427896  0.66391444 -0.01532866],[ 0.58460712  0.54889846 -0.02833366],[ 0.6222235   0.42742446 -0.0564093 ],[ 0.45619187  0.54064286 -0.06038712],[ 0.47199529  0.69100821 -0.03740142],[ 0.46155471  0.60022151 -0.05269622],[ 0.45453662  0.48500592 -0.06525297],[ 0.55152708  0.49168354 -0.05468753],[ 0.52001971  0.66780716 -0.02459149],[ 0.53503722  0.55655098 -0.03980051],[ 0.57020646  0.43829063 -0.06497522],[ 0.5789029   0.92040509 -0.02848843],[ 0.71214259  0.82523906 -0.05769602],[ 0.6516791   0.86331362 -0.04311049],[ 0.76473582  0.81174362 -0.07188068],[5.00654519e-01 9.45965528e-01 5.51388041e-07]
287,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.6251173   0.51986456 -0.04757779],[ 0.59037393  0.67319965 -0.0106959 ],[ 0.61153394  0.57328033 -0.0285571 ],[ 0.6383419   0.47420102 -0.06150669],[ 0.57384855  0.4692072  -0.0454622 ],[ 0.54387033  0.65360337 -0.0147595 ],[ 0.55814958  0.53592902 -0.02838834],[ 0.59005517  0.41563913 -0.05835723],[ 0.42496091  0.53347176 -0.06111831],[ 0.44657713  0.68127936 -0.03709435],[ 0.43204781  0.59127522 -0.05379581],[ 0.4226149   0.47894722 -0.06513643],[ 0.51992488  0.48181367 -0.05563655],[ 0.49648416  0.65723521 -0.02413346],[ 0.50639182  0.54615951 -0.04057205],[ 0.53566051  0.42844459 -0.06557575],[ 0.56017315  0.91032636 -0.02959892],[ 0.69220418  0.81813526 -0.05801314],[ 0.6332221   0.85240227 -0.04389076],[ 0.74364293  0.80426139 -0.07191741],[4.84614015e-01 9.37691689e-01 5.75943602e-07]
288,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.62305284  0.51764274 -0.04487239],[ 0.58740276  0.67329895 -0.00717763],[ 0.60911787  0.57030141 -0.02567461],[ 0.63744122  0.47650868 -0.05846093],[ 0.57538921  0.46837288 -0.04265189],[ 0.54310012  0.65462297 -0.01129222],[ 0.5590651   0.53680754 -0.02549698],[ 0.59356773  0.41433534 -0.05542101],[ 0.42532352  0.53118402 -0.06071393],[ 0.44758007  0.68108273 -0.03484701],[ 0.43378085  0.591066   -0.05205139],[ 0.42134798  0.47578627 -0.06582226],[ 0.52360499  0.48097932 -0.05498379],[ 0.49709433  0.6579271  -0.02127016],[ 0.50940859  0.54588509 -0.0387519 ],[ 0.54033715  0.42951131 -0.06543264],[ 0.55904371  0.91108829 -0.02940616],[ 0.6917882   0.81228554 -0.05865259],[ 0.63221574  0.85228437 -0.04388683],[ 0.74547011  0.79932916 -0.07289444],[4.81926769e-01 9.38444674e-01 5.47948844e-07]
289,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.58450085  0.49052542 -0.05553826],[ 0.55072737  0.65368116 -0.01429551],[ 0.56627667  0.54327679 -0.03574573],[ 0.6044361   0.45118663 -0.06905834],[ 0.54004359  0.45640966 -0.05472087],[ 0.50687933  0.64340514 -0.02109193],[ 0.52278715  0.52318716 -0.03698852],[ 0.55830675  0.40531263 -0.06832241],[ 0.38544276  0.53161299 -0.07621197],[ 0.41197515  0.6839115  -0.04751558],[ 0.39433551  0.59169841 -0.06650704],[ 0.38085449  0.47569662 -0.08221863],[ 0.48669261  0.46719155 -0.06833163],[ 0.46153235  0.65361786 -0.03282898],[ 0.47335279  0.53710115 -0.05130997],[ 0.50154221  0.41148621 -0.08004256],[ 0.53328854  0.89743364 -0.02547744],[ 0.6566174   0.79095232 -0.05247157],[ 0.60374779  0.83115917 -0.03882823],[ 0.70478439  0.77277285 -0.06634979],[4.60815668e-01 9.28594768e-01 5.68186124e-07]
290,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.57909447  0.49158633 -0.05586054],[ 0.54919583  0.65507901 -0.0143185 ],[ 0.56309491  0.54382753 -0.03635263],[ 0.59801799  0.45274693 -0.06878049],[ 0.53760374  0.45523271 -0.05378145],[ 0.50752223  0.64317012 -0.02044366],[ 0.52109319  0.52369577 -0.03680612],[ 0.55662489  0.40213546 -0.06643144],[ 0.38468784  0.52948678 -0.07377787],[ 0.41617453  0.68183345 -0.04590544],[ 0.39640543  0.5908525  -0.06444556],[ 0.37773842  0.47336322 -0.07931568],[ 0.48378089  0.46769896 -0.06668445],[ 0.46381184  0.65249407 -0.03165367],[ 0.47203392  0.53591329 -0.05029315],[ 0.49834201  0.41459119 -0.07742487],[ 0.53451288  0.89492041 -0.02579342],[ 0.65954554  0.78923649 -0.0549852 ],[ 0.60465419  0.82889974 -0.04010942],[ 0.70901442  0.76965606 -0.07000511],[4.61692512e-01 9.27972734e-01 5.32625677e-07]
291,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.54685301  0.48727199 -0.06223485],[ 0.51350969  0.64960939 -0.01891715],[ 0.53267616  0.54682165 -0.04088406],[ 0.56013876  0.43709207 -0.07767908],[ 0.49211532  0.44621164 -0.06062956],[ 0.46705768  0.63606167 -0.02439956],[ 0.47843748  0.51657343 -0.04142316],[ 0.50471598  0.39058051 -0.07572369],[ 0.33752972  0.53075486 -0.07880805],[ 0.37015623  0.67814457 -0.04922755],[ 0.34966242  0.58903033 -0.0688865 ],[ 0.32796896  0.47734845 -0.08519538],[ 0.43658367  0.46243232 -0.07200679],[ 0.41943336  0.64616966 -0.03509238],[ 0.42663777  0.53188848 -0.05431949],[ 0.44610167  0.40693268 -0.08456218],[ 0.49975568  0.87760282 -0.03082182],[ 0.63570732  0.75992501 -0.06301059],[ 0.57370758  0.80587792 -0.04715804],[ 0.68961555  0.73325545 -0.07954125],[4.23277915e-01 9.20654297e-01 5.97298310e-07]
292,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.54427385  0.48750654 -0.06259062],[ 0.51099002  0.65077078 -0.01848223],[ 0.53021687  0.54680765 -0.04152018],[ 0.55817634  0.43732974 -0.07737411],[ 0.49224028  0.44502258 -0.06129657],[ 0.46659121  0.63623422 -0.02424309],[ 0.47916934  0.51653397 -0.04274805],[ 0.50587285  0.3868967  -0.07513268],[ 0.3393518   0.52822489 -0.07951377],[ 0.37300014  0.67626464 -0.04936054],[ 0.35317349  0.58696115 -0.07005783],[ 0.32780319  0.475402   -0.08497397],[ 0.43782288  0.46278521 -0.07339355],[ 0.4210597   0.64529574 -0.03516748],[ 0.42811486  0.53115374 -0.05644178],[ 0.44806176  0.40896711 -0.08434927],[ 0.49824166  0.87932241 -0.02975974],[ 0.63249743  0.76371932 -0.06245074],[ 0.57066101  0.8087706  -0.04606879],[ 0.68657434  0.7389251  -0.07925627],[4.23147053e-01 9.20001388e-01 5.64858965e-07]
293,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.49617356  0.4748821  -0.0624847 ],[ 0.46084476  0.63898605 -0.01832207],[ 0.47963217  0.53513575 -0.04129625],[ 0.51204741  0.42566648 -0.0776795 ],[ 0.43878672  0.43854743 -0.06383026],[ 0.4179146   0.63044906 -0.02685871],[ 0.42643306  0.50976729 -0.04482586],[ 0.45048338  0.38343319 -0.07856265],[ 0.28820154  0.53856647 -0.08684896],[ 0.32635123  0.68417895 -0.05606562],[ 0.30171221  0.59738666 -0.0764695 ],[ 0.27969104  0.48521632 -0.09328615],[ 0.38064957  0.45608079 -0.07799961],[ 0.37300172  0.64584625 -0.03997919],[ 0.3742829   0.52803218 -0.06008825],[ 0.38832968  0.39868093 -0.09043025],[ 0.45619631  0.87626821 -0.02572143],[ 0.58483195  0.76236731 -0.05554797],[ 0.52410161  0.80398852 -0.04039782],[ 0.6354962   0.74335694 -0.07162225],[3.85088623e-01 9.20998931e-01 6.25989571e-07]
294,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.49342802  0.47826365 -0.0671716 ],[ 0.45772353  0.6443091  -0.01909091],[ 0.47592416  0.53675014 -0.04453998],[ 0.51180089  0.43222088 -0.08238775],[ 0.43756151  0.43842712 -0.06559226],[ 0.41641524  0.63470799 -0.02720975],[ 0.42487735  0.51057315 -0.04637964],[ 0.45214579  0.38448763 -0.07996897],[ 0.28593189  0.53670657 -0.08521489],[ 0.32774815  0.68381649 -0.05618016],[ 0.30261493  0.59656286 -0.07608186],[ 0.27276516  0.48416415 -0.09056763],[ 0.38079533  0.45980683 -0.07812791],[ 0.37349159  0.64789623 -0.04016326],[ 0.37526852  0.53018391 -0.06083621],[ 0.38831937  0.40682465 -0.08962549],[ 0.4576461   0.87618083 -0.02652407],[ 0.58173656  0.76414883 -0.06159731],[ 0.52288383  0.80504876 -0.04350102],[ 0.63368326  0.74381202 -0.08052482],[3.88029009e-01 9.23149228e-01 6.16763032e-07]
295,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.43860689  0.46959358 -0.05723045],[ 0.41390827  0.63886344 -0.01692806],[ 0.42638355  0.53142655 -0.03803204],[ 0.45074734  0.41921619 -0.07107215],[ 0.38026953  0.43820795 -0.06088151],[ 0.36987713  0.63477176 -0.02653248],[ 0.37237459  0.51157022 -0.04315497],[ 0.38811097  0.37970504 -0.0748845 ],[ 0.23019817  0.55187857 -0.08551689],[ 0.2781283   0.69728518 -0.05555329],[ 0.24712455  0.61122733 -0.07524761],[ 0.21917316  0.49785745 -0.09203626],[ 0.32044792  0.46223724 -0.07613907],[ 0.32464048  0.65404129 -0.03988161],[ 0.31872422  0.5353359  -0.05866056],[ 0.3237049   0.40285131 -0.0886131 ],[ 0.42434898  0.88315839 -0.02053166],[ 0.53341269  0.74912554 -0.04189056],[ 0.48343068  0.80008858 -0.03083125],[ 0.57593346  0.72342807 -0.05442775],[3.55302989e-01 9.32237148e-01 5.68181406e-07]
296,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.44055137  0.47132561 -0.06477228],[ 0.40971524  0.64605981 -0.02034474],[ 0.42586938  0.53294301 -0.04404869],[ 0.45569012  0.42263624 -0.07879261],[ 0.38441026  0.43767229 -0.06256317],[ 0.36743695  0.63928729 -0.02807659],[ 0.37440145  0.51252693 -0.04541738],[ 0.39548951  0.37994921 -0.07573774],[ 0.22686498  0.54668707 -0.08305153],[ 0.27716237  0.69554818 -0.05454347],[ 0.24614717  0.60754114 -0.07415802],[ 0.21212558  0.49399433 -0.08819105],[ 0.32361296  0.46434879 -0.07469092],[ 0.32375985  0.65582186 -0.03995418],[ 0.32020646  0.535303   -0.05902243],[ 0.32894668  0.41105258 -0.08539774],[ 0.42152399  0.88977975 -0.02393656],[ 0.53232008  0.75102818 -0.05251282],[ 0.47996655  0.8059026  -0.03783726],[ 0.57904923  0.72136748 -0.06819688],[3.51343185e-01 9.37396884e-01 5.83877750e-07]
297,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.38808817  0.46799296 -0.04965485],[ 0.36656231  0.64174664 -0.01369205],[ 0.37894845  0.53329915 -0.03190879],[ 0.39658275  0.41412511 -0.06293771],[ 0.32375947  0.43931058 -0.05263174],[ 0.31956485  0.63813841 -0.02112228],[ 0.31961051  0.51406604 -0.0355384 ],[ 0.32796949  0.38026795 -0.06638669],[ 0.17277765  0.55678815 -0.07793943],[ 0.22765926  0.69736862 -0.04728275],[ 0.19295205  0.61283213 -0.06729972],[ 0.15805951  0.50524855 -0.08474074],[ 0.27146941  0.46707886 -0.06903706],[ 0.27378201  0.65693218 -0.03286492],[ 0.26863283  0.53930044 -0.05122716],[ 0.27602586  0.40954605 -0.0816595 ],[ 0.37770012  0.87949646 -0.02396618],[ 0.4911415   0.72992992 -0.04487096],[ 0.44132558  0.79103231 -0.03427104],[ 0.54094422  0.70172936 -0.05669828],[3.02005410e-01 9.32059646e-01 5.56341831e-07]
298,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.38814437  0.46783876 -0.05543337],[ 0.3642382   0.64345479 -0.0168683 ],[ 0.37914363  0.53334224 -0.03707589],[ 0.39721924  0.41355187 -0.06885018],[ 0.32592025  0.43898529 -0.05671972],[ 0.31871665  0.63734436 -0.02336214],[ 0.32160527  0.51409203 -0.03960525],[ 0.33168852  0.37934908 -0.06996643],[ 0.1722596   0.55467856 -0.08056127],[ 0.22798209  0.6929493  -0.0480375 ],[ 0.1942756   0.61037159 -0.06959713],[ 0.15476167  0.50493425 -0.08698909],[ 0.27238679  0.46756834 -0.07140154],[ 0.27380243  0.65417916 -0.0342894 ],[ 0.2703267   0.53691769 -0.05414265],[ 0.27648482  0.4135412  -0.08305591],[ 0.37558806  0.87894619 -0.0260902 ],[ 0.49267602  0.73378825 -0.05151696],[ 0.43999615  0.7929576  -0.03861602],[ 0.54294622  0.70294023 -0.06526101],[2.99601078e-01 9.29253757e-01 5.50162042e-07]
299,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.33643913  0.45946115 -0.05323507],[ 0.32364216  0.63375407 -0.01610522],[ 0.33194664  0.52565175 -0.03450727],[ 0.33945024  0.40150756 -0.06756834],[ 0.27023244  0.43667254 -0.05355427],[ 0.27476966  0.6320067  -0.02170536],[ 0.27121806  0.5122022  -0.03571635],[ 0.2683433   0.37505856 -0.06815489],[ 0.12711486  0.56327891 -0.07436946],[ 0.18105075  0.6967178  -0.04544118],[ 0.14710544  0.6153779  -0.06454586],[ 0.11167029  0.51514393 -0.08040098],[ 0.21935314  0.47102252 -0.06588322],[ 0.22799715  0.65378249 -0.03190215],[ 0.21977179  0.54083192 -0.04906149],[ 0.22052914  0.41397926 -0.07812342],[ 0.33970806  0.87399137 -0.02853381],[ 0.45254686  0.72719777 -0.05376183],[ 0.40505195  0.78968734 -0.0413134 ],[ 0.49938375  0.68852097 -0.06684523],[2.65241653e-01 9.29185867e-01 5.77761455e-07]
300,[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[0. 0. 0.],[ 0.33613741  0.46011108 -0.05413814],[ 0.32282317  0.63479018 -0.01652438],[ 0.33196858  0.52586865 -0.03526574],[ 0.33953789  0.40236458 -0.0684835 ],[ 0.2677533   0.43659499 -0.05331161],[ 0.27457717  0.63085139 -0.02122196],[ 0.27015916  0.51093161 -0.03573291],[ 0.26651424  0.37501049 -0.0673829 ],[ 0.12396376  0.5580579  -0.07078338],[ 0.18169549  0.69013005 -0.04321966],[ 0.146456    0.61034054 -0.06172065],[ 0.10568206  0.51046431 -0.07614974],[ 0.21818581  0.4714548  -0.06386027],[ 0.22866428  0.64969015 -0.03049824],[ 0.21986586  0.53810734 -0.04789206],[ 0.21880382  0.41757014 -0.07515563],[ 0.33710945  0.87371224 -0.02934171],[ 0.45350713  0.72544253 -0.05695928],[ 0.4026691   0.78825617 -0.04324918],[ 0.50118423  0.68894571 -0.07112055],[2.64010102e-01 9.28663015e-01 5.53808604e-07]
